region,plant_type,year,Value
MID,wnd_Ndeep_4,2075,5960.769736
MID,wnd_Ndeep_5,2020,5960.769736
MID,wnd_Ndeep_5,2025,5960.769736
MID,wnd_Ndeep_5,2030,5960.769736
MID,wnd_Ndeep_5,2035,5960.769736
MID,wnd_Ndeep_5,2040,5960.769736
MID,wnd_Ndeep_5,2045,5960.769736
MID,wnd_Ndeep_5,2050,5960.769736
MID,wnd_Ndeep_5,2075,5960.769736
MID,wnd_Ndeep_6,2020,5960.769736
MID,wnd_Ndeep_6,2025,5960.769736
MID,wnd_Ndeep_6,2030,5960.769736
MID,wnd_Ndeep_6,2035,5960.769736
MID,wnd_Ndeep_6,2040,5960.769736
MID,wnd_Ndeep_6,2045,5960.769736
MID,wnd_Ndeep_6,2050,5960.769736
MID,wnd_Ndeep_6,2075,5960.769736
MID,wnd_Ndeep_7,2020,5960.769736
MID,wnd_Ndeep_7,2025,5960.769736
MID,wnd_Ndeep_7,2030,5960.769736
MID,wnd_Ndeep_7,2035,5960.769736
MID,wnd_Ndeep_7,2040,5960.769736
MID,wnd_Ndeep_7,2045,5960.769736
MID,wnd_Ndeep_7,2050,5960.769736
MID,wnd_Ndeep_7,2075,5960.769736
ENC,col_N,2020,3260.524948
ENC,col_N,2025,2931.954674
ENC,col_N,2030,2599.607729
ENC,col_N,2035,2302.509703
ENC,col_N,2040,2302.509703
ENC,col_N,2045,2302.509703
ENC,col_N,2050,2302.509703
ENC,col_N,2075,2302.509703
ENC,col_Nccs,2020,4343.87396
ENC,col_Nccs,2025,3850.805307
ENC,col_Nccs,2030,3366.258828
ENC,col_Nccs,2035,2934.062848
ENC,col_Nccs,2040,2934.062848
ENC,col_Nccs,2045,2934.062848
ENC,col_Nccs,2050,2934.062848
ENC,col_Nccs,2075,2934.062848
ENC,ngcc_N,2020,1024.191911
ENC,ngcc_N,2025,924.3721917
ENC,ngcc_N,2030,817.2739513
ENC,ngcc_N,2035,725.772542
ENC,ngcc_N,2040,725.772542
ENC,ngcc_N,2045,725.772542
ENC,ngcc_N,2050,725.772542
ENC,ngcc_N,2075,725.772542
ENC,ngcc_Nccs,2020,1921.826612
ENC,ngcc_Nccs,2025,1696.988958
ENC,ngcc_Nccs,2030,1472.151304
ENC,ngcc_Nccs,2035,1275.150694
ENC,ngcc_Nccs,2040,1275.150694
ENC,ngcc_Nccs,2045,1275.150694
ENC,ngcc_Nccs,2050,1275.150694
ENC,ngcc_Nccs,2075,1275.150694
ENC,ngtb_N,2020,674.6523542
ENC,ngtb_N,2025,605.6421134
ENC,ngtb_N,2030,528.3918438
ENC,ngtb_N,2035,568.561984
ENC,ngtb_N,2040,568.561984
ENC,ngtb_N,2045,568.561984
ENC,ngtb_N,2050,568.561984
ENC,ngtb_N,2075,568.561984
ENC,nuc_N,2020,5145.70145
ENC,nuc_N,2025,4490.921456
ENC,nuc_N,2030,3974.949213
ENC,nuc_N,2035,3499.637825
ENC,nuc_N,2040,3499.637825
ENC,nuc_N,2045,3499.637825
ENC,nuc_N,2050,3499.637825
ENC,nuc_N,2075,3499.637825
ENC,bio_N,2020,3979.427334
ENC,bio_N,2025,3618.611978
ENC,bio_N,2030,3263.02583
ENC,bio_N,2035,2930.099584
ENC,bio_N,2040,2930.099584
ENC,bio_N,2045,2930.099584
ENC,bio_N,2050,2930.099584
ENC,bio_N,2075,2930.099584
ENC,lfg_N_hi,2020,2515.02
ENC,lfg_N_hi,2025,2271.048
ENC,lfg_N_hi,2030,2027.076
ENC,lfg_N_hi,2035,2027.076
ENC,lfg_N_hi,2040,2027.076
ENC,lfg_N_hi,2045,2027.076
ENC,lfg_N_hi,2050,2027.076
ENC,lfg_N_hi,2075,2027.076
ENC,lfg_N_lo,2020,3168.624
ENC,lfg_N_lo,2025,2861.4
ENC,lfg_N_lo,2030,2554.176
ENC,lfg_N_lo,2035,2554.176
ENC,lfg_N_lo,2040,2554.176
ENC,lfg_N_lo,2045,2554.176
ENC,lfg_N_lo,2050,2554.176
ENC,lfg_N_lo,2075,2554.176
ENC,lfg_N_vl,2020,4878.436
ENC,lfg_N_vl,2025,4405.05
ENC,lfg_N_vl,2030,3931.664
ENC,lfg_N_vl,2035,3931.664
ENC,lfg_N_vl,2040,3931.664
ENC,lfg_N_vl,2045,3931.664
ENC,lfg_N_vl,2050,3931.664
ENC,lfg_N_vl,2075,3931.664
ENC,fc_N,2020,6918.872407
ENC,fc_N,2025,6221.642407
ENC,fc_N,2030,5516.39827
ENC,fc_N,2035,4885.952753
ENC,fc_N,2040,4885.952753
ENC,fc_N,2045,4885.952753
ENC,fc_N,2050,4885.952753
ENC,fc_N,2075,4885.952753
ENC,slrPV_N,2020,4774.02
ENC,slrPV_N,2025,4774.02
ENC,slrPV_N,2030,4774.02
ENC,slrPV_N,2035,4774.02
ENC,slrPV_N,2040,4774.02
ENC,slrPV_N,2045,4774.02
ENC,slrPV_N,2050,4774.02
ENC,slrPV_N,2075,4774.02
ENC,slrCSP_N,2020,4710.768
ENC,slrCSP_N,2025,4710.768
ENC,slrCSP_N,2030,4710.768
ENC,slrCSP_N,2035,4710.768
ENC,slrCSP_N,2040,4710.768
ENC,slrCSP_N,2045,4710.768
ENC,slrCSP_N,2050,4710.768
ENC,slrCSP_N,2075,4710.768
ENC,wnd_Nonsh_3,2020,2447.752
ENC,wnd_Nonsh_3,2025,2447.752
ENC,wnd_Nonsh_3,2030,2447.752
ENC,wnd_Nonsh_3,2035,2447.752
ENC,wnd_Nonsh_3,2040,2447.752
ENC,wnd_Nonsh_3,2045,2447.752
ENC,wnd_Nonsh_3,2050,2447.752
ENC,wnd_Nonsh_3,2075,2447.752
ENC,wnd_Nonsh_4,2020,2447.752
ENC,wnd_Nonsh_4,2025,2447.752
ENC,wnd_Nonsh_4,2030,2447.752
ENC,wnd_Nonsh_4,2035,2447.752
ENC,wnd_Nonsh_4,2040,2447.752
ENC,wnd_Nonsh_4,2045,2447.752
ENC,wnd_Nonsh_4,2050,2447.752
ENC,wnd_Nonsh_4,2075,2447.752
ENC,wnd_Nonsh_5,2020,2447.752
ENC,wnd_Nonsh_5,2025,2447.752
ENC,wnd_Nonsh_5,2030,2447.752
ENC,wnd_Nonsh_5,2035,2447.752
ENC,wnd_Nonsh_5,2040,2447.752
ENC,wnd_Nonsh_5,2045,2447.752
ENC,wnd_Nonsh_5,2050,2447.752
ENC,wnd_Nonsh_5,2075,2447.752
ENC,wnd_Nonsh_6,2020,2447.752
ENC,wnd_Nonsh_6,2025,2447.752
ENC,wnd_Nonsh_6,2030,2447.752
ENC,wnd_Nonsh_6,2035,2447.752
ENC,wnd_Nonsh_6,2040,2447.752
ENC,wnd_Nonsh_6,2045,2447.752
ENC,wnd_Nonsh_6,2050,2447.752
ENC,wnd_Nonsh_6,2075,2447.752
ENC,wnd_Nonsh_7,2020,2447.752
ENC,wnd_Nonsh_7,2025,2447.752
ENC,wnd_Nonsh_7,2030,2447.752
ENC,wnd_Nonsh_7,2035,2447.752
ENC,wnd_Nonsh_7,2040,2447.752
ENC,wnd_Nonsh_7,2045,2447.752
ENC,wnd_Nonsh_7,2050,2447.752
ENC,wnd_Nonsh_7,2075,2447.752
ENC,wnd_Nshal_3,2020,5998.9
ENC,wnd_Nshal_3,2025,5998.9
ENC,wnd_Nshal_3,2030,5998.9
ENC,wnd_Nshal_3,2035,5998.9
ENC,wnd_Nshal_3,2040,5998.9
ENC,wnd_Nshal_3,2045,5998.9
ENC,wnd_Nshal_3,2050,5998.9
ENC,wnd_Nshal_3,2075,5998.9
ENC,wnd_Nshal_4,2020,5998.9
ENC,wnd_Nshal_4,2025,5998.9
ENC,wnd_Nshal_4,2030,5998.9
ENC,wnd_Nshal_4,2035,5998.9
ENC,wnd_Nshal_4,2040,5998.9
ENC,wnd_Nshal_4,2045,5998.9
ENC,wnd_Nshal_4,2050,5998.9
ENC,wnd_Nshal_4,2075,5998.9
ENC,wnd_Nshal_5,2020,5998.9
ENC,wnd_Nshal_5,2025,5998.9
ENC,wnd_Nshal_5,2030,5998.9
ENC,wnd_Nshal_5,2035,5998.9
ENC,wnd_Nshal_5,2040,5998.9
ENC,wnd_Nshal_5,2045,5998.9
ENC,wnd_Nshal_5,2050,5998.9
ENC,wnd_Nshal_5,2075,5998.9
ENC,wnd_Nshal_6,2020,5998.9
ENC,wnd_Nshal_6,2025,5998.9
ENC,wnd_Nshal_6,2030,5998.9
ENC,wnd_Nshal_6,2035,5998.9
ENC,wnd_Nshal_6,2040,5998.9
ENC,wnd_Nshal_6,2045,5998.9
ENC,wnd_Nshal_6,2050,5998.9
ENC,wnd_Nshal_6,2075,5998.9
ENC,wnd_Nshal_7,2020,5998.9
ENC,wnd_Nshal_7,2025,5998.9
ENC,wnd_Nshal_7,2030,5998.9
ENC,wnd_Nshal_7,2035,5998.9
ENC,wnd_Nshal_7,2040,5998.9
ENC,wnd_Nshal_7,2045,5998.9
ENC,wnd_Nshal_7,2050,5998.9
ENC,wnd_Nshal_7,2075,5998.9
ENC,wnd_Ndeep_3,2020,5998.9
ENC,wnd_Ndeep_3,2025,5998.9
ENC,wnd_Ndeep_3,2030,5998.9
ENC,wnd_Ndeep_3,2035,5998.9
ENC,wnd_Ndeep_3,2040,5998.9
ENC,wnd_Ndeep_3,2045,5998.9
ENC,wnd_Ndeep_3,2050,5998.9
ENC,wnd_Ndeep_3,2075,5998.9
ENC,wnd_Ndeep_4,2020,5998.9
ENC,wnd_Ndeep_4,2025,5998.9
ENC,wnd_Ndeep_4,2030,5998.9
ENC,wnd_Ndeep_4,2035,5998.9
ENC,wnd_Ndeep_4,2040,5998.9
ENC,wnd_Ndeep_4,2045,5998.9
ENC,wnd_Ndeep_4,2050,5998.9
ENC,wnd_Ndeep_4,2075,5998.9
ENC,wnd_Ndeep_5,2020,5998.9
ENC,wnd_Ndeep_5,2025,5998.9
ENC,wnd_Ndeep_5,2030,5998.9
ENC,wnd_Ndeep_5,2035,5998.9
ENC,wnd_Ndeep_5,2040,5998.9
ENC,wnd_Ndeep_5,2045,5998.9
ENC,wnd_Ndeep_5,2050,5998.9
ENC,wnd_Ndeep_5,2075,5998.9
ENC,wnd_Ndeep_6,2020,5998.9
ENC,wnd_Ndeep_6,2025,5998.9
ENC,wnd_Ndeep_6,2030,5998.9
ENC,wnd_Ndeep_6,2035,5998.9
ENC,wnd_Ndeep_6,2040,5998.9
ENC,wnd_Ndeep_6,2045,5998.9
ENC,wnd_Ndeep_6,2050,5998.9
ENC,wnd_Ndeep_6,2075,5998.9
ENC,wnd_Ndeep_7,2020,5998.9
ENC,wnd_Ndeep_7,2025,5998.9
ENC,wnd_Ndeep_7,2030,5998.9
ENC,wnd_Ndeep_7,2035,5998.9
ENC,wnd_Ndeep_7,2040,5998.9
ENC,wnd_Ndeep_7,2045,5998.9
ENC,wnd_Ndeep_7,2050,5998.9
ENC,wnd_Ndeep_7,2075,5998.9
WNC,col_N,2020,3250.874866
WNC,col_N,2025,2923.277051
WNC,col_N,2030,2591.913745
WNC,col_N,2035,2295.695031
WNC,col_N,2040,2295.695031
WNC,col_N,2045,2295.695031
WNC,col_N,2050,2295.695031
WNC,col_N,2075,2295.695031
WNC,col_Nccs,2020,4331.01752
WNC,col_Nccs,2025,3839.408189
WNC,col_Nccs,2030,3356.295808
WNC,col_Nccs,2035,2925.378987
WNC,col_Nccs,2040,2925.378987
WNC,col_Nccs,2045,2925.378987
WNC,col_Nccs,2050,2925.378987
WNC,col_Nccs,2075,2925.378987
WNC,ngcc_N,2020,1021.160639
WNC,ngcc_N,2025,921.6363538
WNC,ngcc_N,2030,814.855089
WNC,ngcc_N,2035,723.6244938
WNC,ngcc_N,2040,723.6244938
WNC,ngcc_N,2045,723.6244938
WNC,ngcc_N,2050,723.6244938
WNC,ngcc_N,2075,723.6244938
WNC,ngcc_Nccs,2020,1916.138637
WNC,ngcc_Nccs,2025,1691.966429
WNC,ngcc_Nccs,2030,1467.79422
WNC,ngcc_Nccs,2035,1271.376667
WNC,ngcc_Nccs,2040,1271.376667
WNC,ngcc_Nccs,2045,1271.376667
WNC,ngcc_Nccs,2050,1271.376667
WNC,ngcc_Nccs,2075,1271.376667
WNC,ngtb_N,2020,672.6556049
WNC,ngtb_N,2025,603.8496118
WNC,ngtb_N,2030,526.8279776
WNC,ngtb_N,2035,566.8792274
WNC,ngtb_N,2040,566.8792274
WNC,ngtb_N,2045,566.8792274
WNC,ngtb_N,2050,566.8792274
WNC,ngtb_N,2075,566.8792274
WNC,nuc_N,2020,5130.471865
WNC,nuc_N,2025,4477.629805
WNC,nuc_N,2030,3963.18467
WNC,nuc_N,2035,3489.280048
WNC,nuc_N,2040,3489.280048
WNC,nuc_N,2045,3489.280048
WNC,nuc_N,2050,3489.280048
WNC,nuc_N,2075,3489.280048
WNC,bio_N,2020,3967.649537
WNC,bio_N,2025,3607.902076
WNC,bio_N,2030,3253.368346
WNC,bio_N,2035,2921.427452
WNC,bio_N,2040,2921.427452
WNC,bio_N,2045,2921.427452
WNC,bio_N,2050,2921.427452
WNC,bio_N,2075,2921.427452
WNC,lfg_N_hi,2020,2507.576367
WNC,lfg_N_hi,2025,2264.326444
WNC,lfg_N_hi,2030,2021.076521
WNC,lfg_N_hi,2035,2021.076521
WNC,lfg_N_hi,2040,2021.076521
WNC,lfg_N_hi,2045,2021.076521
WNC,lfg_N_hi,2050,2021.076521
WNC,lfg_N_hi,2075,2021.076521
WNC,lfg_N_lo,2020,3159.245914
WNC,lfg_N_lo,2025,2852.931196
WNC,lfg_N_lo,2030,2546.616478
WNC,lfg_N_lo,2035,2546.616478
WNC,lfg_N_lo,2040,2546.616478
WNC,lfg_N_lo,2045,2546.616478
WNC,lfg_N_lo,2050,2546.616478
WNC,lfg_N_lo,2075,2546.616478
WNC,lfg_N_vl,2020,4863.997433
WNC,lfg_N_vl,2025,4392.0125
WNC,lfg_N_vl,2030,3920.027567
WNC,lfg_N_vl,2035,3920.027567
WNC,lfg_N_vl,2040,3920.027567
WNC,lfg_N_vl,2045,3920.027567
WNC,lfg_N_vl,2050,3920.027567
WNC,lfg_N_vl,2075,3920.027567
WNC,fc_N,2020,6898.394818
WNC,fc_N,2025,6203.228391
WNC,fc_N,2030,5500.071544
WNC,fc_N,2035,4871.491939
WNC,fc_N,2040,4871.491939
WNC,fc_N,2045,4871.491939
WNC,fc_N,2050,4871.491939
WNC,fc_N,2075,4871.491939
WNC,geo_N_1,2020,5820
WNC,geo_N_1,2025,5820
WNC,geo_N_1,2030,5820
WNC,geo_N_1,2035,5820
WNC,geo_N_1,2040,5820
WNC,geo_N_1,2045,5820
WNC,geo_N_1,2050,5820
WNC,geo_N_1,2075,5820
WNC,slrPV_N,2020,4759.89047
WNC,slrPV_N,2025,4759.89047
WNC,slrPV_N,2030,4759.89047
WNC,slrPV_N,2035,4759.89047
WNC,slrPV_N,2040,4759.89047
WNC,slrPV_N,2045,4759.89047
WNC,slrPV_N,2050,4759.89047
WNC,slrPV_N,2075,4759.89047
WNC,slrCSP_N,2020,4696.825675
WNC,slrCSP_N,2025,4696.825675
WNC,slrCSP_N,2030,4696.825675
WNC,slrCSP_N,2035,4696.825675
WNC,slrCSP_N,2040,4696.825675
WNC,slrCSP_N,2045,4696.825675
WNC,slrCSP_N,2050,4696.825675
WNC,slrCSP_N,2075,4696.825675
WNC,wnd_Nonsh_3,2020,2440.507459
WNC,wnd_Nonsh_3,2025,2440.507459
WNC,wnd_Nonsh_3,2030,2440.507459
WNC,wnd_Nonsh_3,2035,2440.507459
WNC,wnd_Nonsh_3,2040,2440.507459
WNC,wnd_Nonsh_3,2045,2440.507459
WNC,wnd_Nonsh_3,2050,2440.507459
WNC,wnd_Nonsh_3,2075,2440.507459
WNC,wnd_Nonsh_4,2020,2440.507459
WNC,wnd_Nonsh_4,2025,2440.507459
WNC,wnd_Nonsh_4,2030,2440.507459
WNC,wnd_Nonsh_4,2035,2440.507459
WNC,wnd_Nonsh_4,2040,2440.507459
WNC,wnd_Nonsh_4,2045,2440.507459
WNC,wnd_Nonsh_4,2050,2440.507459
WNC,wnd_Nonsh_4,2075,2440.507459
WNC,wnd_Nonsh_5,2020,2440.507459
WNC,wnd_Nonsh_5,2025,2440.507459
WNC,wnd_Nonsh_5,2030,2440.507459
WNC,wnd_Nonsh_5,2035,2440.507459
WNC,wnd_Nonsh_5,2040,2440.507459
WNC,wnd_Nonsh_5,2045,2440.507459
WNC,wnd_Nonsh_5,2050,2440.507459
WNC,wnd_Nonsh_5,2075,2440.507459
WNC,wnd_Nonsh_6,2020,2440.507459
WNC,wnd_Nonsh_6,2025,2440.507459
WNC,wnd_Nonsh_6,2030,2440.507459
WNC,wnd_Nonsh_6,2035,2440.507459
WNC,wnd_Nonsh_6,2040,2440.507459
WNC,wnd_Nonsh_6,2045,2440.507459
WNC,wnd_Nonsh_6,2050,2440.507459
WNC,wnd_Nonsh_6,2075,2440.507459
WNC,wnd_Nonsh_7,2020,2440.507459
WNC,wnd_Nonsh_7,2025,2440.507459
WNC,wnd_Nonsh_7,2030,2440.507459
WNC,wnd_Nonsh_7,2035,2440.507459
WNC,wnd_Nonsh_7,2040,2440.507459
WNC,wnd_Nonsh_7,2045,2440.507459
WNC,wnd_Nonsh_7,2050,2440.507459
WNC,wnd_Nonsh_7,2075,2440.507459
WNC,wnd_Nshal_3,2020,5981.145228
WNC,wnd_Nshal_3,2025,5981.145228
WNC,wnd_Nshal_3,2030,5981.145228
WNC,wnd_Nshal_3,2035,5981.145228
WNC,wnd_Nshal_3,2040,5981.145228
WNC,wnd_Nshal_3,2045,5981.145228
WNC,wnd_Nshal_3,2050,5981.145228
WNC,wnd_Nshal_3,2075,5981.145228
WNC,wnd_Nshal_4,2020,5981.145228
WNC,wnd_Nshal_4,2025,5981.145228
WNC,wnd_Nshal_4,2030,5981.145228
WNC,wnd_Nshal_4,2035,5981.145228
WNC,wnd_Nshal_4,2040,5981.145228
WNC,wnd_Nshal_4,2045,5981.145228
WNC,wnd_Nshal_4,2050,5981.145228
WNC,wnd_Nshal_4,2075,5981.145228
WNC,wnd_Nshal_5,2020,5981.145228
WNC,wnd_Nshal_5,2025,5981.145228
WNC,wnd_Nshal_5,2030,5981.145228
WNC,wnd_Nshal_5,2035,5981.145228
WNC,wnd_Nshal_5,2040,5981.145228
WNC,wnd_Nshal_5,2045,5981.145228
WNC,wnd_Nshal_5,2050,5981.145228
WNC,wnd_Nshal_5,2075,5981.145228
WNC,wnd_Nshal_6,2020,5981.145228
WNC,wnd_Nshal_6,2025,5981.145228
WNC,wnd_Nshal_6,2030,5981.145228
WNC,wnd_Nshal_6,2035,5981.145228
WNC,wnd_Nshal_6,2040,5981.145228
WNC,wnd_Nshal_6,2045,5981.145228
WNC,wnd_Nshal_6,2050,5981.145228
WNC,wnd_Nshal_6,2075,5981.145228
WNC,wnd_Nshal_7,2020,5981.145228
WNC,wnd_Nshal_7,2025,5981.145228
WNC,wnd_Nshal_7,2030,5981.145228
WNC,wnd_Nshal_7,2035,5981.145228
WNC,wnd_Nshal_7,2040,5981.145228
WNC,wnd_Nshal_7,2045,5981.145228
WNC,wnd_Nshal_7,2050,5981.145228
WNC,wnd_Nshal_7,2075,5981.145228
WNC,wnd_Ndeep_3,2020,5981.145228
WNC,wnd_Ndeep_3,2025,5981.145228
WNC,wnd_Ndeep_3,2030,5981.145228
WNC,wnd_Ndeep_3,2035,5981.145228
WNC,wnd_Ndeep_3,2040,5981.145228
WNC,wnd_Ndeep_3,2045,5981.145228
WNC,wnd_Ndeep_3,2050,5981.145228
WNC,wnd_Ndeep_3,2075,5981.145228
WNC,wnd_Ndeep_4,2020,5981.145228
WNC,wnd_Ndeep_4,2025,5981.145228
WNC,wnd_Ndeep_4,2030,5981.145228
WNC,wnd_Ndeep_4,2035,5981.145228
WNC,wnd_Ndeep_4,2040,5981.145228
WNC,wnd_Ndeep_4,2045,5981.145228
WNC,wnd_Ndeep_4,2050,5981.145228
WNC,wnd_Ndeep_4,2075,5981.145228
WNC,wnd_Ndeep_5,2020,5981.145228
WNC,wnd_Ndeep_5,2025,5981.145228
WNC,wnd_Ndeep_5,2030,5981.145228
WNC,wnd_Ndeep_5,2035,5981.145228
WNC,wnd_Ndeep_5,2040,5981.145228
WNC,wnd_Ndeep_5,2045,5981.145228
WNC,wnd_Ndeep_5,2050,5981.145228
WNC,wnd_Ndeep_5,2075,5981.145228
WNC,wnd_Ndeep_6,2020,5981.145228
WNC,wnd_Ndeep_6,2025,5981.145228
WNC,wnd_Ndeep_6,2030,5981.145228
WNC,wnd_Ndeep_6,2035,5981.145228
WNC,wnd_Ndeep_6,2040,5981.145228
WNC,wnd_Ndeep_6,2045,5981.145228
WNC,wnd_Ndeep_6,2050,5981.145228
WNC,wnd_Ndeep_6,2075,5981.145228
WNC,wnd_Ndeep_7,2020,5981.145228
WNC,wnd_Ndeep_7,2025,5981.145228
WNC,wnd_Ndeep_7,2030,5981.145228
WNC,wnd_Ndeep_7,2035,5981.145228
WNC,wnd_Ndeep_7,2040,5981.145228
WNC,wnd_Ndeep_7,2045,5981.145228
WNC,wnd_Ndeep_7,2050,5981.145228
WNC,wnd_Ndeep_7,2075,5981.145228
FL,col_N,2020,3120.688514
FL,col_N,2025,2806.209864
FL,col_N,2030,2488.116518
FL,col_N,2035,2203.760344
FL,col_N,2040,2203.760344
FL,col_N,2045,2203.760344
FL,col_N,2050,2203.760344
FL,col_N,2075,2203.760344
FL,col_Nccs,2020,4157.575171
FL,col_Nccs,2025,3685.653102
FL,col_Nccs,2030,3221.88771
FL,col_Nccs,2035,2808.227624
FL,col_Nccs,2040,2808.227624
FL,col_Nccs,2045,2808.227624
FL,col_Nccs,2050,2808.227624
FL,col_Nccs,2075,2808.227624
FL,ngcc_N,2020,980.2666696
FL,ngcc_N,2025,884.7279891
FL,ngcc_N,2030,782.2229465
FL,ngcc_N,2035,694.6458227
FL,ngcc_N,2040,694.6458227
FL,ngcc_N,2045,694.6458227
FL,ngcc_N,2050,694.6458227
FL,ngcc_N,2075,694.6458227
FL,ngcc_Nccs,2020,1839.403878
FL,ngcc_Nccs,2025,1624.208995
FL,ngcc_Nccs,2030,1409.014112
FL,ngcc_Nccs,2035,1220.462406
FL,ngcc_Nccs,2040,1220.462406
FL,ngcc_Nccs,2045,1220.462406
FL,ngcc_Nccs,2050,1220.462406
FL,ngcc_Nccs,2075,1220.462406
FL,ngtb_N,2020,645.7180625
FL,ngtb_N,2025,579.6675126
FL,ngtb_N,2030,505.7303299
FL,ngtb_N,2035,544.1776649
FL,ngtb_N,2040,544.1776649
FL,ngtb_N,2045,544.1776649
FL,ngtb_N,2050,544.1776649
FL,ngtb_N,2075,544.1776649
FL,nuc_N,2020,4925.01412
FL,nuc_N,2025,4298.316138
FL,nuc_N,2030,3804.472761
FL,nuc_N,2035,3349.546388
FL,nuc_N,2040,3349.546388
FL,nuc_N,2045,3349.546388
FL,nuc_N,2050,3349.546388
FL,nuc_N,2075,3349.546388
FL,bio_N,2020,3808.758826
FL,bio_N,2025,3463.418012
FL,bio_N,2030,3123.082138
FL,bio_N,2035,2804.434335
FL,bio_N,2040,2804.434335
FL,bio_N,2045,2804.434335
FL,bio_N,2050,2804.434335
FL,bio_N,2075,2804.434335
FL,lfg_N_hi,2020,2407.156562
FL,lfg_N_hi,2025,2173.647962
FL,lfg_N_hi,2030,1940.139361
FL,lfg_N_hi,2035,1940.139361
FL,lfg_N_hi,2040,1940.139361
FL,lfg_N_hi,2045,1940.139361
FL,lfg_N_hi,2050,1940.139361
FL,lfg_N_hi,2075,1940.139361
FL,lfg_N_lo,2020,3032.728986
FL,lfg_N_lo,2025,2738.681119
FL,lfg_N_lo,2030,2444.633251
FL,lfg_N_lo,2035,2444.633251
FL,lfg_N_lo,2040,2444.633251
FL,lfg_N_lo,2045,2444.633251
FL,lfg_N_lo,2050,2444.633251
FL,lfg_N_lo,2075,2444.633251
FL,lfg_N_vl,2020,4669.211072
FL,lfg_N_vl,2025,4216.127512
FL,lfg_N_vl,2030,3763.043951
FL,lfg_N_vl,2035,3763.043951
FL,lfg_N_vl,2040,3763.043951
FL,lfg_N_vl,2045,3763.043951
FL,lfg_N_vl,2050,3763.043951
FL,lfg_N_vl,2075,3763.043951
FL,fc_N,2020,6622.137842
FL,fc_N,2025,5954.810438
FL,fc_N,2030,5279.812604
FL,fc_N,2035,4676.405449
FL,fc_N,2040,4676.405449
FL,fc_N,2045,4676.405449
FL,fc_N,2050,4676.405449
FL,fc_N,2075,4676.405449
FL,slrPV_N,2020,4569.273235
FL,slrPV_N,2025,4569.273235
FL,slrPV_N,2030,4569.273235
FL,slrPV_N,2035,4569.273235
FL,slrPV_N,2040,4569.273235
FL,slrPV_N,2045,4569.273235
FL,slrPV_N,2050,4569.273235
FL,slrPV_N,2075,4569.273235
FL,slrCSP_N,2020,4508.733968
FL,slrCSP_N,2025,4508.733968
FL,slrCSP_N,2030,4508.733968
FL,slrCSP_N,2035,4508.733968
FL,slrCSP_N,2040,4508.733968
FL,slrCSP_N,2045,4508.733968
FL,slrCSP_N,2050,4508.733968
FL,slrCSP_N,2075,4508.733968
FL,wnd_Nonsh_3,2020,2342.773532
FL,wnd_Nonsh_3,2025,2342.773532
FL,wnd_Nonsh_3,2030,2342.773532
FL,wnd_Nonsh_3,2035,2342.773532
FL,wnd_Nonsh_3,2040,2342.773532
FL,wnd_Nonsh_3,2045,2342.773532
FL,wnd_Nonsh_3,2050,2342.773532
FL,wnd_Nonsh_3,2075,2342.773532
FL,wnd_Nonsh_4,2020,2342.773532
FL,wnd_Nonsh_4,2025,2342.773532
FL,wnd_Nonsh_4,2030,2342.773532
FL,wnd_Nonsh_4,2035,2342.773532
FL,wnd_Nonsh_4,2040,2342.773532
FL,wnd_Nonsh_4,2045,2342.773532
FL,wnd_Nonsh_4,2050,2342.773532
FL,wnd_Nonsh_4,2075,2342.773532
FL,wnd_Nonsh_5,2020,2342.773532
FL,wnd_Nonsh_5,2025,2342.773532
FL,wnd_Nonsh_5,2030,2342.773532
FL,wnd_Nonsh_5,2035,2342.773532
FL,wnd_Nonsh_5,2040,2342.773532
FL,wnd_Nonsh_5,2045,2342.773532
FL,wnd_Nonsh_5,2050,2342.773532
FL,wnd_Nonsh_5,2075,2342.773532
FL,wnd_Nonsh_6,2020,2342.773532
FL,wnd_Nonsh_6,2025,2342.773532
FL,wnd_Nonsh_6,2030,2342.773532
FL,wnd_Nonsh_6,2035,2342.773532
FL,wnd_Nonsh_6,2040,2342.773532
FL,wnd_Nonsh_6,2045,2342.773532
FL,wnd_Nonsh_6,2050,2342.773532
FL,wnd_Nonsh_6,2075,2342.773532
FL,wnd_Nonsh_7,2020,2342.773532
FL,wnd_Nonsh_7,2025,2342.773532
FL,wnd_Nonsh_7,2030,2342.773532
FL,wnd_Nonsh_7,2035,2342.773532
FL,wnd_Nonsh_7,2040,2342.773532
FL,wnd_Nonsh_7,2045,2342.773532
FL,wnd_Nonsh_7,2050,2342.773532
FL,wnd_Nonsh_7,2075,2342.773532
FL,wnd_Nshal_3,2020,5741.620942
FL,wnd_Nshal_3,2025,5741.620942
FL,wnd_Nshal_3,2030,5741.620942
FL,wnd_Nshal_3,2035,5741.620942
FL,wnd_Nshal_3,2040,5741.620942
FL,wnd_Nshal_3,2045,5741.620942
FL,wnd_Nshal_3,2050,5741.620942
FL,wnd_Nshal_3,2075,5741.620942
FL,wnd_Nshal_4,2020,5741.620942
FL,wnd_Nshal_4,2025,5741.620942
FL,wnd_Nshal_4,2030,5741.620942
FL,wnd_Nshal_4,2035,5741.620942
FL,wnd_Nshal_4,2040,5741.620942
FL,wnd_Nshal_4,2045,5741.620942
FL,wnd_Nshal_4,2050,5741.620942
